,user_id,conversion_rate,rate_A,rate_B,final_rate_A,final_rate_B,purchases_A,purchases_B
0,1,0.059648328581993024,0.10025928110894947,0.13902194607245302,0.15990760969094248,0.19867027465444603,2,2
1,2,0.057936668200192894,0.15266936779387452,0.13629073154173485,0.2106060359940674,0.19422739974192774,1,4
2,3,0.04672568530270354,0.09193317762835641,0.1656314818876477,0.13865886293105995,0.21235716719035125,2,1
3,4,0.05829339337666924,0.10277560235827185,0.18071957284119564,0.1610689957349411,0.2390129662178649,1,1
4,5,0.050899860854066635,0.1064450596863611,0.16011921256811812,0.15734492054042773,0.21101907342218476,0,2
5,6,0.05854650207655984,0.09614970919009135,0.17123083914622692,0.15469621126665117,0.22977734122278676,1,2
6,7,0.05227923396945616,0.07980736070538086,0.15206795025312367,0.13208659467483702,0.20434718422257983,3,5
7,8,0.05462202756565715,0.1390112640446867,0.18883027755851176,0.19363329161034384,0.2434523051241689,4,3
8,9,0.0644909601000802,0.1193435368470929,0.14532538285711882,0.18383449694717308,0.20981634295719903,2,4
9,10,0.06850624375031862,0.07121172677405879,0.12525855528092292,0.1397179705243774,0.19376479903124155,3,1
10,11,0.043362343226735156,0.10220648168619186,0.17640219718529015,0.145568824912927,0.2197645404120253,1,1
11,12,0.04360845160736021,0.10117156860958869,0.18932724435134993,0.1447800202169489,0.23293569595871014,1,4
12,13,0.0510087000751701,0.08391852358001599,0.1576002644960516,0.13492722365518608,0.20860896457122172,1,1
13,14,0.04788442382739631,0.12552331607534914,0.12969815248542094,0.17340773990274544,0.17758257631281724,2,2
14,15,0.03897678504327054,0.12449029121227341,0.1263021315583555,0.16346707625554396,0.16527891660162605,0,3
15,16,0.04076605297430551,0.0945293188758378,0.14033349972966266,0.13529537185014331,0.18109955270396816,1,2
16,17,0.0496637109384165,0.08135710713622726,0.16032659462722232,0.13102081807464377,0.2099903055656388,1,2
17,18,0.0586727726133327,0.10314935225468759,0.14844564719360392,0.16182212486802028,0.20711841980693663,1,3
18,19,0.044928315404074444,0.08679958795661762,0.14897216380320671,0.13172790336069207,0.19390047920728115,2,1
19,20,0.04017933458580416,0.13255383268326318,0.1590981931859216,0.17273316726906734,0.19927752777172578,1,5
20,21,0.06867042522637501,0.09094035623694605,0.15958091126174795,0.15961078146332106,0.22825133648812296,2,2
21,22,0.06358024220871715,0.11055011595525435,0.12027202139803746,0.1741303581639715,0.1838522636067546,3,0
22,23,0.04147104105367157,0.12211109271069348,0.15482865493147774,0.16358213376436503,0.1962996959851493,1,1
23,24,0.0452210369139978,0.09550853946385791,0.11578069720369503,0.14072957637785571,0.16100173411769284,2,0
24,25,0.051893531571553846,0.06366217738415522,0.15521228062126052,0.11555570895570907,0.20710581219281438,2,2
25,26,0.04297572944312428,0.11503771043898599,0.14312176456235726,0.15801343988211025,0.18609749400548153,4,0
26,27,0.04867155542066795,0.10186585454381294,0.18248175963171714,0.1505374099644809,0.2311533150523851,0,1
27,28,0.04005719845009742,0.11673877531295589,0.122602601825563,0.15679597376305332,0.1626598002756604,3,2
28,29,0.04864631715209862,0.12071390859063066,0.1456836337966024,0.1693602257427293,0.19432995094870104,1,2
29,30,0.04662247053540521,0.0880403867043762,0.1551032440224123,0.1346628572397814,0.20172571455781751,2,1
30,31,0.052096157058776925,0.06583938515967494,0.1362963870770741,0.11793554221845187,0.18839254413585102,1,1
31,32,0.03698909972506225,0.07729011571585137,0.12125339871831856,0.11427921544091363,0.1582424984433808,1,2
32,33,0.04972809063553805,0.09410141262288362,0.14164551852026772,0.14382950325842167,0.19137360915580576,1,2
33,34,0.059160848375958565,0.0464494658472699,0.13494850943219316,0.10561031422322847,0.19410935780815172,2,2
34,35,0.05505664490205207,0.11341981560273584,0.14759004293989775,0.1684764605047879,0.2026466878419498,0,4
35,36,0.04710603723838049,0.1051583689163333,0.12635779596035954,0.1522644061547138,0.17346383319874004,0,2
36,37,0.042313167374561846,0.11665460524417585,0.16754069613990177,0.1589677726187377,0.2098538635144636,3,3
37,38,0.06134483983159965,0.13648010627532026,0.19044312565713306,0.19782494610691992,0.2517879654887327,2,4
38,39,0.05012236713552701,0.13314427337885454,0.14354155020513407,0.18326664051438155,0.19366391734066107,0,0
39,40,0.04858246894216253,0.0921412458226661,0.14855576397257172,0.14072371476482864,0.19713823291473426,1,5
40,41,0.04837963017603035,0.08892267042011125,0.16364742421583128,0.1373023005961416,0.21202705439186165,2,1
41,42,0.03856200025850726,0.11414122606863242,0.15903771972819702,0.15270322632713967,0.19759971998670428,2,3
42,43,0.0526249644624797,0.09773083006317747,0.16227314088671904,0.15035579452565717,0.21489810534919873,1,2
43,44,0.05262074385148394,0.11548793528081369,0.19619214724753023,0.16810867913229763,0.24881289109901417,0,6
44,45,0.05308536862389392,0.11781795312232379,0.13119190128230648,0.17090332174621772,0.1842772699062004,1,2
45,46,0.04669019076208196,0.09060479761232249,0.16242419230257518,0.13729498837440446,0.20911438306465713,1,2
46,47,0.048033398625242474,0.06536723833999172,0.14314088524983673,0.1134006369652342,0.1911742838750792,1,2
47,48,0.0371426808152223,0.09713329347295058,0.1489708579277133,0.13427597428817287,0.1861135387429356,2,4
48,49,0.03874161594248597,0.0957076359304108,0.1567030780558668,0.13444925187289677,0.1954446939983528,1,2
49,50,0.05210609830514522,0.14424351657469386,0.15339194254078806,0.1963496148798391,0.20549804084593326,1,3
50,51,0.05161879309389647,0.09175830798542162,0.13781229505405382,0.1433771010793181,0.1894310881479503,2,2
51,52,0.039941536203696934,0.08495025624372397,0.18267944885426304,0.12489179244742091,0.22262098505795996,1,2
52,53,0.046561055393125286,0.09024481209042466,0.13086419259652526,0.13680586748354995,0.17742524798965054,2,0
53,54,0.061579664857981053,0.11962913865920899,0.14978202877142074,0.18120880351719004,0.2113616936294018,2,2
54,55,0.06756292028301318,0.1004216728361063,0.13824892210167725,0.16798459311911948,0.2058118423846904,0,1
55,56,0.06679490603881748,0.10196353530012482,0.15238052294424168,0.1687584413389423,0.21917542898305914,2,1
56,57,0.0550553717138394,0.11771343066259254,0.156082820343025,0.17276880237643194,0.2111381920568644,0,0
57,58,0.0505843346778269,0.0983299522249857,0.15078368873000492,0.1489142869028126,0.20136802340783183,4,1
58,59,0.034073056203760235,0.07712721498569924,0.14319787280137217,0.11120027118945948,0.17727092900513242,0,1
59,60,0.04902761139487671,0.05731425240186027,0.12533014717540839,0.10634186379673699,0.1743577585702851,1,1
60,61,0.041276131256280574,0.11044494785650466,0.12209569835790457,0.15172107911278523,0.16337182961418514,1,0
61,62,0.047858768488372484,0.06884021478180369,0.15959629180795265,0.11669898327017617,0.20745506029632513,0,1
62,63,0.05497931948466918,0.07846560719255148,0.1551049948908377,0.13344492667722066,0.2100843143755069,3,1
63,64,0.03140630853334181,0.13183500717292287,0.1859891838046075,0.16324131570626468,0.2173954923379493,2,4
64,65,0.05241473206970268,0.09044299365048482,0.1450165762077359,0.1428577257201875,0.19743130827743857,1,1
65,66,0.034459913962767735,0.1146214502039945,0.1424051362835784,0.14908136416676224,0.17686505024634613,0,1
66,67,0.048957189669946236,0.07992877560820674,0.12037263959623601,0.128885965278153,0.16932982926618223,0,1
67,68,0.05749227167350948,0.1053441865784064,0.13077534245640798,0.1628364582519159,0.18826761412991747,2,3
68,69,0.03735018753656204,0.05262115293168999,0.11633411923407726,0.08997134046825203,0.1536843067706393,0,0
69,70,0.048050960782838034,0.08579528821163268,0.16965620464955525,0.13384624899447073,0.21770716543239327,2,5
70,71,0.055403255435977974,0.10657858754583888,0.21293691011441812,0.16198184298181684,0.2683401655503961,1,3
71,72,0.0389434089369408,0.07452715907274791,0.14037244050497694,0.11347056800968872,0.17931584944191775,1,3
72,73,0.046432528095437194,0.10818821336178885,0.1384981385895471,0.15462074145722604,0.18493066668498429,2,2
73,74,0.033107817870010686,0.07650048062180567,0.12140938765867432,0.10960829849181636,0.154517205528685,2,1
74,75,0.05197453249916101,0.09866719768293158,0.14726371399575824,0.1506417301820926,0.19923824649491925,1,6
75,76,0.05022319565387446,0.06358662195219661,0.12294475366335895,0.11380981760607106,0.17316794931723342,1,1
76,77,0.06658686475884625,0.0983871302161498,0.1678153807587966,0.16497399497499604,0.23440224551764283,0,2
77,78,0.04980726999965177,0.13863904031230911,0.15396862120128468,0.18844631031196088,0.20377589120093645,1,5
78,79,0.03456364771296199,0.10081985064867367,0.1374681667425541,0.13538349836163566,0.1720318144555161,0,2
79,80,0.03626021150834642,0.10193033681879281,0.13858348660430075,0.13819054832713923,0.17484369811264716,1,2
80,81,0.03663427637697564,0.10675583771375775,0.1587394314417977,0.14339011409073338,0.19537370781877333,0,4
81,82,0.05787780099450354,0.14617703331129875,0.178127003457624,0.2040548343058023,0.23600480445212754,1,4
82,83,0.04960039749596851,0.08865241575731198,0.13606381887577032,0.13825281325328048,0.18566421637173883,0,2
83,84,0.03695443343434694,0.08891792226340055,0.13757426950318252,0.1258723556977475,0.17452870293752948,0,2
84,85,0.04734422109546559,0.07597330071807502,0.1512247876176618,0.12331752181354061,0.1985690087131274,1,1
85,86,0.029649696484399576,0.13321118541022292,0.11845265649577946,0.1628608818946225,0.14810235298017904,0,0
86,87,0.06818079825178465,0.10013455532256442,0.13975138366650056,0.16831535357434907,0.20793218191828522,2,0
87,88,0.05430220585363474,0.08000629102015802,0.1451068993460029,0.13430849687379276,0.19940910519963764,3,4
88,89,0.04810855568555711,0.07709929363895798,0.1309605504646026,0.1252078493245151,0.1790691061501597,2,1
89,90,0.057388654934929374,0.10173797082429319,0.16367933353122868,0.15912662575922257,0.22106798846615805,2,2
90,91,0.0600469381496018,0.06321042481458045,0.16432730389695527,0.12325736296418224,0.22437424204655707,2,1
91,92,0.0433022783420385,0.10987863815408812,0.15074578728533577,0.1531809164961266,0.19404806562737428,0,2
92,93,0.0490816358225136,0.10572787401564665,0.15597601279223414,0.15480950983816025,0.20505764861474773,1,1
93,94,0.06097690997093865,0.08830452562491399,0.1540371109992271,0.14928143559585264,0.21501402097016575,1,4
94,95,0.04942046952061574,0.10157223636123912,0.14627787011385648,0.15099270588185487,0.19569833963447222,1,1
95,96,0.07743983525873975,0.10368865985750572,0.12253972561484183,0.18112849511624546,0.1999795608735816,2,1
96,97,0.05567280953193235,0.08978597014426186,0.14066257592396766,0.1454587796761942,0.1963353854559,0,3
97,98,0.04401322561281073,0.10908108786565207,0.1800924207240399,0.1530943134784628,0.22410564633685062,0,0
98,99,0.04753503593085062,0.06646802711554312,0.1393563269086072,0.11400306304639374,0.18689136283945781,1,0
99,100,0.055254709069198854,0.12809542357257087,0.1548412376748877,0.18335013264176972,0.21009594674408655,1,1
100,101,0.04572867560678319,0.10219266378275381,0.1265369584217188,0.147921339389537,0.17226563402850198,1,4
101,102,0.05034044407808228,0.13430365034115432,0.13958116253180702,0.1846440944192366,0.1899216066098893,3,0
102,103,0.06716094525953854,0.09286705626458945,0.14754342104397786,0.160028001524128,0.21470436630351641,1,1
103,104,0.05778048770557588,0.13587349668706525,0.1637093426501112,0.19365398439264114,0.2214898303556871,3,2
104,105,0.062404307249017105,0.10027197881656437,0.20363383425857673,0.1626762860655815,0.26603814150759386,2,5
105,106,0.03737842711618318,0.08080120927422071,0.1404930931603756,0.1181796363904039,0.17787152027655878,0,1
106,107,0.06661918385362717,0.09546806218215553,0.16625685355704867,0.1620872460357827,0.23287603741067583,1,1
107,108,0.04349366459367185,0.10066885060408627,0.13542108201844652,0.14416251519775813,0.17891474661211837,1,4
108,109,0.048868403215045805,0.07859556996058453,0.1732184411321521,0.12746397317563035,0.2220868443471979,2,2
109,110,0.05165482394768207,0.13382158869252497,0.11201196532338906,0.18547641264020703,0.16366678927107112,2,2
110,111,0.04573239474314036,0.09752909577056057,0.15229669115374572,0.14326149051370093,0.1980290858968861,1,5
111,112,0.03169621281323466,0.11062086151300624,0.1625987961544942,0.1423170743262409,0.1942950089677289,2,3
112,113,0.03623755014816026,0.07771743266443418,0.16852928232250913,0.11395498281259445,0.2047668324706694,2,3
113,114,0.04091659031758611,0.07313611068325225,0.12574939952929579,0.11405270100083836,0.1666659898468819,2,2
114,115,0.059902317293810195,0.09401972426515841,0.11903119303101788,0.1539220415589686,0.17893351032482807,0,1
115,116,0.05163285834970582,0.09460272279307537,0.13871136841530732,0.14623558114278118,0.19034422676501314,1,2
116,117,0.06159470908975747,0.08929736364117488,0.1069121171830342,0.15089207273093236,0.16850682627279168,1,0
117,118,0.053674499052289285,0.09537965770432258,0.16605750978686618,0.14905415675661188,0.21973200883915545,1,1
118,119,0.04997408731633209,0.1016840226235302,0.12509397054314544,0.15165810993986228,0.17506805785947754,4,2
119,120,0.044466941808115536,0.09151505968839656,0.12531952914420297,0.1359820014965121,0.1697864709523185,1,2
120,121,0.03942817497322006,0.11537614228826734,0.11790163794148328,0.1548043172614874,0.15732981291470335,3,2
121,122,0.07407763517095169,0.11837373469460372,0.1569481900090632,0.1924513698655554,0.2310258251800149,2,4
122,123,0.04121730253611497,0.09941114583401152,0.16582678245873259,0.1406284483701265,0.20704408499484755,2,0
123,124,0.047071997972610705,0.11100027832364447,0.16592446825387633,0.15807227629625517,0.21299646622648705,3,1
124,125,0.06532192260607113,0.13119531705602017,0.15637279093011802,0.19651723966209128,0.22169471353618914,2,2
125,126,0.059044115965142245,0.13921274167573963,0.14963682895475278,0.19825685764088188,0.20868094491989503,3,1
126,127,0.047207254816832495,0.10498751059294577,0.16977273266294,0.15219476540977828,0.21697998747977248,2,2
127,128,0.04275167864746861,0.07731963294818635,0.18334392381999698,0.12007131159565496,0.22609560246746557,1,1
128,129,0.06688432259056683,0.07474321872933343,0.133586766436258,0.14162754131990024,0.2004710890268248,2,2
129,130,0.06208754146446793,0.11397565149499835,0.1958210070049701,0.17606319295946626,0.257908548469438,1,5
130,131,0.06927036088943245,0.08016789062908597,0.12649459438646762,0.14943825151851842,0.19576495527590007,3,1
131,132,0.05976569842427003,0.09885373659073748,0.1800554315978617,0.15861943501500753,0.23982113002213173,4,2
132,133,0.043026844833035455,0.09580052987721244,0.16203070022713187,0.1388273747102479,0.20505754506016732,1,2
133,134,0.03737529098634812,0.11054354767572963,0.15991096108787622,0.14791883866207775,0.19728625207422434,6,2
134,135,0.08768875344989967,0.09250722439111211,0.172414803310739,0.18019597784101177,0.2601035567606387,4,3
135,136,0.04045673179802557,0.06280316695471347,0.1653061699341865,0.10325989875273904,0.20576290173221207,1,2
136,137,0.05028225972222726,0.12030155492781243,0.14310150221754142,0.1705838146500397,0.1933837619397687,0,2
137,138,0.06526736659967987,0.09388997284019075,0.1403796137276717,0.15915733943987062,0.20564698032735157,1,2
138,139,0.0743971588887552,0.0846341008896812,0.13068114398664618,0.1590312597784364,0.20507830287540138,1,3
139,140,0.037247065909785076,0.11405651007711004,0.11505583507174126,0.15130357598689512,0.15230290098152632,1,2
140,141,0.026233688165512862,0.11725291961558647,0.13910716993545966,0.14348660778109934,0.16534085810097252,1,1
141,142,0.05704634946541482,0.08858377533301723,0.10205422925439553,0.14563012479843204,0.15910057871981034,0,2
142,143,0.0442119777585274,0.09229815151673959,0.17161091784477306,0.13651012927526698,0.21582289560330045,1,2
143,144,0.04632985485885767,0.09410723586673515,0.10969702518590715,0.14043709072559282,0.15602688004476484,4,0
144,145,0.0458568584388004,0.14494708336465606,0.1574696931901784,0.19080394180345644,0.20332655162897878,1,0
145,146,0.03493079899938096,0.08818766221760162,0.15057686979611215,0.12311846121698258,0.1855076687954931,1,1
146,147,0.05598526173607335,0.10484089576297498,0.1425223502295224,0.16082615749904833,0.19850761196559574,0,3
147,148,0.05348877381888962,0.09090122183595739,0.170527762919973,0.144389995654847,0.22401653673886263,0,2
148,149,0.0483043894053427,0.07910122797112573,0.1558333340179515,0.12740561737646844,0.2041377234232942,1,1
149,150,0.046295553699727474,0.1132144834689103,0.13623658122167898,0.15951003716863776,0.18253213492140646,0,1
150,151,0.04311406931999388,0.07398807115866719,0.14946435193848903,0.11710214047866108,0.1925784212584829,1,1
151,152,0.05184721005038751,0.09790471287089929,0.14230695659802606,0.1497519229212868,0.19415416664841356,2,2
152,153,0.04913077906409694,0.08799950494493873,0.1788368305082091,0.13713028400903568,0.22796760957230602,2,2
153,154,0.05833940742363198,0.13130941182374917,0.16441026685731971,0.18964881924738114,0.2227496742809517,1,1
154,155,0.04993420349284652,0.09223164308737893,0.13690438148265874,0.14216584658022544,0.18683858497550526,1,1
155,156,0.057115958847075744,0.10468140555709321,0.13605430721838133,0.16179736440416895,0.19317026606545706,1,3
156,157,0.0350156716245133,0.12763098769671072,0.1541110676887579,0.16264665932122402,0.1891267393132712,1,2
157,158,0.02997049903982121,0.09866724989629612,0.1378666374630504,0.12863774893611732,0.1678371365028716,1,4
158,159,0.061092356674502246,0.09101657287675151,0.15058440857387792,0.15210892955125377,0.21167676524838017,3,2
159,160,0.060889546089215756,0.09721692829908547,0.1567597163511948,0.15810647438830122,0.21764926244041055,3,1
160,161,0.054494415676518304,0.09720867261306804,0.14780864145182795,0.15170308828958634,0.20230305712834626,2,1
161,162,0.05200551244104557,0.10924775344288343,0.11711508570976675,0.161253265883929,0.16912059815081232,2,1
162,163,0.06157059758673719,0.12489621687193231,0.14699098878543268,0.1864668144586695,0.20856158637216987,0,2
163,164,0.036080112806030094,0.13057756907493315,0.1760489235284123,0.16665768188096325,0.2121290363344424,0,1
164,165,0.04325464037445189,0.10442749943439433,0.17162170860166825,0.14768213980884623,0.21487634897612015,2,3
165,166,0.04796198361825565,0.09985171649136915,0.16514256916003028,0.1478137001096248,0.21310455277828594,3,2
166,167,0.05593265445908876,0.12194160518978484,0.13464982023148128,0.1778742596488736,0.19058247469057005,0,1
167,168,0.050715996910133815,0.10640214151182122,0.14619164740090715,0.15711813842195504,0.19690764431104096,2,2
168,169,0.04476364824996036,0.10010137480324074,0.15961214064359003,0.1448650230532011,0.2043757888935504,3,1
169,170,0.0741492375699004,0.09151747872692163,0.13892956266717482,0.16566671629682203,0.2130788002370752,1,2
170,171,0.043152309573704625,0.1184371707691884,0.1706407084635371,0.16158948034289303,0.2137930180372417,2,4
171,172,0.044427243130838914,0.09935892945434255,0.1667295216421998,0.14378617258518145,0.21115676477303874,0,1
172,173,0.056576880410616114,0.14598506381304432,0.16869681698258288,0.20256194422366045,0.225273697393199,2,5
173,174,0.061567629416191136,0.0935051550430491,0.1469409561394681,0.15507278445924022,0.2085085855556592,0,4
174,175,0.04891009173333846,0.09420329460264204,0.14677520871304783,0.1431133863359805,0.1956853004463863,1,3
175,176,0.051971595302971886,0.07578919361525621,0.12501020791692902,0.1277607889182281,0.1769818032199009,1,1
176,177,0.044152299494629704,0.09916349115205549,0.14883637224280702,0.1433157906466852,0.19298867173743672,2,5
177,178,0.046822247832633765,0.1053501086642006,0.18068421367723642,0.15217235649683436,0.2275064615098702,3,3
178,179,0.05998693825376526,0.0890170091384247,0.14892862907685983,0.14900394739218997,0.2089155673306251,4,3
179,180,0.06331917784631695,0.10945087573360938,0.17004164119634588,0.17277005357992634,0.23336081904266281,2,3
180,181,0.06381762416940341,0.08812959484691087,0.11767421852413909,0.15194721901631428,0.18149184269354252,1,1
181,182,0.029322098298209715,0.08556134419061968,0.14324600234286933,0.1148834424888294,0.17256810064107905,1,0
182,183,0.05129103066439553,0.10181613666797326,0.17426219334941245,0.1531071673323688,0.22555322401380798,1,0
183,184,0.04893494855794192,0.09107411242587998,0.1566302711556406,0.1400090609838219,0.20556521971358252,0,1
184,185,0.05116500749542173,0.08809266849831653,0.15163416630057594,0.13925767599373826,0.20279917379599766,2,4
185,186,0.04445754701548553,0.09812735591837102,0.16386162703152157,0.14258490293385656,0.20831917404700712,1,3
186,187,0.04910646526815186,0.07360316625786698,0.15916592818936984,0.12270963152601883,0.2082723934575217,1,4
187,188,0.04406456357537776,0.08554620027862,0.17991246478513784,0.12961076385399778,0.22397702836051558,3,2
188,189,0.04573712839760417,0.07978917764965604,0.15288758823474158,0.1255263060472602,0.19862471663234574,2,2
189,190,0.052285110880346035,0.0754290129317121,0.15567946294009308,0.12771412381205813,0.20796457382043912,1,3
190,191,0.053213772345381175,0.09166712979116623,0.11621953041049322,0.14488090213654742,0.1694333027558744,0,3
191,192,0.050193266183632235,0.07022916142836051,0.15655764305312148,0.12042242761199275,0.2067509092367537,0,3
192,193,0.06493382261097855,0.09323138324736242,0.17694475360971465,0.15816520585834098,0.2418785762206932,1,4
193,194,0.04706205145818534,0.07177849941426262,0.12780837724915192,0.11884055087244796,0.17487042870733727,1,2
